Organization,Device,Group,Activity,Description,User,Date
Hospitality,3-1692,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (14) I219-LM' InterfaceIndex : 8 Status changed : 'Down' -> 'Up',,2025-07-28T14:38:58.000+0000
Slifer,BETSY,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:38:44.000+0000
Hospitality,3-1890,Software,Software Updated,"Software updated: 'Microsoft Edge', Version: '138.0.3351.109', User: '<System>'",,2025-07-28T14:38:53.000+0000
Hospitality,3-1890,Software,Software Updated,"Software updated: 'MSTeams', Version: '25185.410.3812.8024', User: '<System>'",,2025-07-28T14:38:53.000+0000
Hospitality,3-1890,Hardware,User Account Logged In,"User logged in: 'EW\khanson', Logged in time: '2025-07-28T14:38:30Z'",,2025-07-28T14:38:29.000+0000
Slifer,Jennifer Beckley Laptop,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 12, Pending approval: 1",,2025-07-28T14:39:27.000+0000
Partners,1-1088,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Realtek USB GbE Family Controller', MacAddress: 'AC:1A:3D:34:2A:6F', IPAddress: '169.254.135.175;fe80::eae1:49c5:a215:f1fb'",,2025-07-28T14:38:49.000+0000
Partners,1-1088,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '12:51:07:27:7A:C7', IPAddress: '169.254.237.21;fe80::eef2:a7b9:1673:d93'",,2025-07-28T14:38:49.000+0000
Partners,1-1088,Hardware,Network Adapter Added,"Network Adapter added: 'Dell Giga Ethernet', MacAddress: 'A0:29:19:B9:8A:7A', IPAddress: '10.10.168.108;fe80::e06d:9eb1:4f91:5831', InstallDate: '2025-07-28T14:38:49Z'",,2025-07-28T14:38:49.000+0000
Partners,1-1088,Hardware,User Account Logged Out,User logged out : 'EWP\lcampbell',,2025-07-28T14:37:57.000+0000
Hospitality,3-2026,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:39:18.000+0000
Hospitality,3-2026,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:38:33.000+0000
Slifer,SFLD1HP,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:39:18.000+0000
Slifer,SFLD1HP,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:38:43.000+0000
Slifer,SFLD1HP,Software,Software Updated,"Software updated: 'Microsoft OneNote - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:38:39.000+0000
Slifer,SFLD1HP,Software,Software Updated,"Software updated: 'Microsoft 365 - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:38:39.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'MicrosoftCorporationII.QuickAssist', Version: '2.0.36.0', User: '<System>'",,2025-07-28T14:38:23.000+0000
Partners,1-1088,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:39:08.000+0000
Partners,1-1088,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:39:06.000+0000
Partners,1-1197,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:38:21.000+0000
Partners,1-1197,Software,Software Updated,"Software updated: 'Microsoft.XboxGamingOverlay', Version: '7.325.7090.0', User: '<System>'",,2025-07-28T14:38:21.000+0000
Partners,1-1197,Software,Software Updated,"Software updated: 'Microsoft.Windows.Photos', Version: '2025.11070.8001.0', User: '<System>'",,2025-07-28T14:38:21.000+0000
Partners,1-1197,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:38:21.000+0000
Slifer,EK-SURFACE,SentinelOne,SentinelOne Agent Installation Failed,SentinelOne: installation aborted. Unsupported architecture.,,2025-07-28T14:39:00.000+0000
Partners,EMILY,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:38:49.000+0000
Partners,EMILY,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:05.000+0000
Partners,EMILY,OS Patching,OS Patching Warning,A post reboot scan is required to finalize the patch apply results.,,2025-07-28T14:37:04.000+0000
Partners,EMILY,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:04.000+0000
Hospitality,3-2057,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:38:25.000+0000
Hospitality,3-1759,Software,Software Updated,"Software updated: 'Disney.37853FC22B2CE', Version: '2024.3.211.0', User: '<System>'",,2025-07-28T14:38:10.000+0000
Hospitality,3-1727,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:37.000+0000
Hospitality,3-2085,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:38:28.000+0000
Hospitality,3-1839,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:38:43.233+0000
Hospitality,3-1839,Software,Software Updated,"Software updated: 'Microsoft Teams Meeting Add-in for Microsoft Office', Version: '1.25.18302', User: '<System>'",,2025-07-28T14:37:36.000+0000
Hospitality,3-1839,Software,Software Updated,"Software updated: 'Microsoft 365 Apps for enterprise - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:37:36.000+0000
Hospitality,3-1839,Software,Software Updated,"Software updated: 'Microsoft 365 Apps for enterprise - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:37:36.000+0000
Hospitality,3-1839,Software,Software Updated,"Software updated: 'Aplicaciones de Microsoft 365 para empresas - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:37:36.000+0000
Hospitality,3-1839,OS Patching,OS Patching Warning,The agent restarted while a reboot was pending. This machine needs to be rebooted manually.,,2025-07-28T14:37:35.000+0000
Hospitality,3-1839,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:35.000+0000
Infrastructure,RDP-SH1,Hardware,User Account Logged In,"User logged in: 'EW\pmlodge', Logged in time: '2025-07-28T14:37:49Z'",,2025-07-28T14:37:50.000+0000
Hospitality,3-2046,Hardware,Network Adapter Added,"Network Adapter added: 'Intel(R) Wi-Fi 7 BE200 320MHz #2', MacAddress: 'B2:47:E9:90:73:E2', IPAddress: '169.254.82.77;fe80::3026:9db1:f269:f05', InstallDate: '2025-07-28T14:37:56Z'",,2025-07-28T14:37:56.000+0000
Hospitality,3-2046,Software,Software Updated,"Software updated: 'Microsoft Edge', Version: '138.0.3351.109', User: '<System>'",,2025-07-28T14:37:56.000+0000
Hospitality,3-1545,Hardware,Network Adapter Added,"Network Adapter added: 'Realtek USB GbE Family Controller', MacAddress: '74:78:27:E6:88:1E', IPAddress: '169.254.151.28;fe80::9c56:d81d:8861:a415', InstallDate: '2025-07-28T14:37:37Z'",,2025-07-28T14:37:37.000+0000
Hospitality,3-1545,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.44.0', User: '<System>'",,2025-07-28T14:37:35.000+0000
Hospitality,3-2026,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:38:34.171+0000
Hospitality,3-2026,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:38:33.177+0000
Hospitality,3-2010,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:37:56.000+0000
Partners,1-1093,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 2, Rejected: 10, Pending approval: 3",,2025-07-28T14:38:29.000+0000
Hospitality,3-2026,Hardware,Rebooted,System rebooted at '2025-07-28T14:36:11Z',,2025-07-28T14:37:47.000+0000
Hospitality,3-2026,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'A2:02:A5:76:62:A4', IPAddress: '169.254.78.150;fe80::7e3b:4ef:88ef:eba6'",,2025-07-28T14:37:46.000+0000
Hospitality,3-2500,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:37:46.000+0000
Hospitality,3-1545,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 11, Pending approval: 1",,2025-07-28T14:38:26.079+0000
Hospitality,3-1730,Hardware,Network Adapter Added,"Network Adapter added: 'EW-VPN', MacAddress: '', IPAddress: '10.70.51.133;', InstallDate: '2025-07-28T14:37:44Z'",,2025-07-28T14:37:44.000+0000
Slifer,MacBookAir.SSFnetwork,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: '14:7d:da:92:ab:06', IPAddress: '10.0.0.95'",,2025-07-28T14:35:01.666+0000
Hospitality,3-2177,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:19.000+0000
Slifer,Jennifer Beckley Laptop,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '6E:2F:80:FA:DA:AC', IPAddress: '169.254.231.173;fe80::b132:de6c:ba2a:362b'",,2025-07-28T14:36:06.000+0000
Slifer,Jennifer Beckley Laptop,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:35:44.000+0000
Slifer,Jennifer Beckley Laptop,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:35:39.000+0000
Slifer,SFLD1HP,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:38:14.000+0000
Hospitality,3-1735,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '06:CF:4B:0D:A1:AB', IPAddress: '169.254.210.106;fe80::1e89:e433:bdf1:4d24', InstallDate: '2025-07-28T14:37:23Z'",,2025-07-28T14:37:23.000+0000
Slifer,2-1362,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T13:42:36.000+0000
Hospitality,3-2057,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:37:17.000+0000
Hospitality,3-2057,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:15.000+0000
Slifer,2-1145,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:37:58.000+0000
Slifer,2-1498,Software,Software Updated,"Software updated: 'Microsoft Teams Meeting Add-in for Microsoft Office', Version: '1.25.18302', User: '<System>'",,2025-07-28T14:37:08.000+0000
Partners,1-1088,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:37:50.000+0000
Slifer,SFLD1HP,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 12, Pending approval: 0",,2025-07-28T14:37:51.000+0000
Slifer,Jennifer Beckley Laptop,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:35:44.000+0000
Slifer,EK-SURFACE,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:37:07.000+0000
Slifer,EK-SURFACE,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:36:57.000+0000
Slifer,Jennifer Beckley Laptop,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:35:39.000+0000
Partners,1-1093,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:37:33.000+0000
Partners,1-1093,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:36:58.000+0000
Slifer,2-1145,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:29:07.000+0000
Hospitality,3-1839,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:37:38.910+0000
Slifer,BETSY,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Intel(R) Wi-Fi 7 BE200 320MHz #5', MacAddress: '5E:B4:7E:8A:14:3E', IPAddress: '169.254.112.81;fe80::aae0:a25b:6683:8b50'",,2025-07-28T14:36:47.000+0000
Hospitality,3-1696,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:36:53.000+0000
Hospitality,3-1696,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:36:53.000+0000
Hospitality,3-1890,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 3, Rejected: 11, Pending approval: 1",,2025-07-28T14:37:35.536+0000
Hospitality,3-1890,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:35:58.000+0000
Hospitality,3-1890,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:35:53.000+0000
Hospitality,3-1890,Hardware,User Account Logged Out,User logged out : 'EW\khanson',,2025-07-28T14:35:53.000+0000
Hospitality,3-2010,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:37:15.000+0000
Hospitality,3-2085,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:37:28.000+0000
Hospitality,VSNO-DOF3,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:36:38.000+0000
Hospitality,VSNO-DOF3,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:36:28.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: 'Microsoft.Whiteboard', Version: '52.10519.405.0', User: '<System>'",,2025-07-28T14:36:52.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: 'Microsoft.Todos', Version: '2.20.31623.0', User: '<System>'",,2025-07-28T14:36:52.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: 'Microsoft.Messaging', Version: '4.1901.10241.1000', User: '<System>'",,2025-07-28T14:36:52.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: 'Microsoft.BingTranslator', Version: '4.8.3.0', User: '<System>'",,2025-07-28T14:36:52.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: 'AdobeSystemsIncorporated.AdobePhotoshopExpress', Version: '2.0.149.0', User: '<System>'",,2025-07-28T14:36:52.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: 'ActiproSoftwareLLC.562882FEEB491', Version: '3.2.28.0', User: '<System>'",,2025-07-28T14:36:52.000+0000
Hospitality,3-1188,Software,Software Updated,"Software updated: '89006A2E.AutodeskSketchBook', Version: '1.7.0.0', User: '<System>'",,2025-07-28T14:36:51.000+0000
Hospitality,3-1847,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:37:21.000+0000
Hospitality,3-1847,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:36:56.000+0000
Hospitality,3-2500,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:36:36.000+0000
Hospitality,3-2500,Hardware,User Account Logged Out,User logged out : 'RF\JRivera',,2025-07-28T14:36:31.000+0000
Slifer,BETSY,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:37:21.000+0000
Hospitality,3-2056,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:36:35.000+0000
Hospitality,3-2056,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:36:10.000+0000
Hospitality,3-2039,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:36:35.000+0000
Hospitality,3-2039,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:36:20.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft OneNote - pt-br', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:23.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft OneNote - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:23.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft OneNote - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:23.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft OneNote - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:23.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft 365 Apps for enterprise - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:23.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft 365 - pt-br', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:23.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft 365 - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:22.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft 365 - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:22.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'Microsoft 365 - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:36:22.000+0000
Hospitality,3-1353,Software,Software Updated,"Software updated: 'Disney.37853FC22B2CE', Version: '2023.11.13.0', User: '<System>'",,2025-07-28T14:36:35.000+0000
Hospitality,3-1353,Software,Software Updated,"Software updated: 'AD2F1837.HPPrinterControl', Version: '159.2.1145.0', User: '<System>'",,2025-07-28T14:36:35.000+0000
